artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,mode,danceability,valence,energy,acousticness,instrumentalness,liveness,speechiness,track_name_id
1,2022,5,6,1443,0,305650299,9,11,22,1,0,85,1,1,0.43,0.65,0.23,0.0,0.09,0.05,680
2,2022,5,13,3028,0,123216717,22,0,23,0,0,140,0,1,0.78,0.57,0.46,0.0,0.14,0.09,681
2,2022,5,6,1796,8,479655659,8,25,18,1,0,196,0,0,0.58,0.79,0.23,0.0,0.22,0.2,682
1,2022,5,13,2729,0,126191104,3,7,13,0,1,134,1,1,0.51,0.43,0.69,0.0,0.14,0.09,683
2,2022,5,6,1195,0,344055883,8,30,13,1,1,103,0,1,0.45,0.62,0.76,0.0,0.1,0.38,684
1,2022,5,6,892,3,338422004,10,24,11,0,0,130,1,1,0.5,0.67,0.12,0.0,0.13,0.05,685
2,2022,5,13,1635,0,68895644,4,1,6,0,0,108,1,0,0.52,0.69,0.31,0.0,0.08,0.36,686
3,2022,5,13,2291,0,86176890,9,0,8,0,0,123,1,0,0.66,0.71,0.53,0.0,0.32,0.46,687
1,2022,5,6,1029,28,403231558,5,28,9,0,0,152,1,1,0.74,0.69,0.21,0.0,0.18,0.06,688
1,2022,5,13,1480,0,61739839,1,0,5,0,0,72,0,0,0.56,0.47,0.76,0.0,0.08,0.36,689
1,2022,5,6,829,0,283359161,4,15,10,0,0,121,0,1,0.67,0.65,0.42,0.0,0.35,0.07,690
3,2022,5,13,2308,0,76831876,7,0,7,0,0,138,0,0,0.71,0.82,0.19,0.0,0.15,0.29,691
1,2022,5,6,1004,1,283332261,8,12,9,0,0,188,0,0,0.41,0.5,0.69,0.0,0.12,0.06,692
2,2022,2,14,1367,0,307752576,48,4,34,1,0,110,1,1,0.26,0.85,0.23,0.0,0.11,0.21,693
2,2019,5,31,9539,15,1304313953,162,116,355,7,0,176,1,0,0.24,0.62,0.6,0.0,0.24,0.31,694
1,2022,5,6,1992,0,150500965,35,0,3,0,0,158,1,1,0.41,0.65,0.0,0.1,0.11,0.08,695
1,2022,5,6,897,0,246127838,6,20,8,0,0,115,0,1,0.72,0.58,0.09,0.0,0.49,0.12,696
1,2016,1,15,2948,0,582863434,10,2,150,0,0,110,0,0,0.48,0.82,0.0,0.0,0.05,0.03,697
2,2022,5,13,1860,0,58687425,1,0,3,0,0,174,1,1,0.26,0.54,0.3,0.0,0.34,0.32,698
2,2022,4,29,802,0,212109195,16,81,23,0,0,130,1,1,0.91,0.96,0.03,0.0,0.03,0.09,699
1,2022,4,29,2224,8,382199619,48,40,87,1,210,78,1,0,0.3,0.54,0.34,0.0,0.14,0.05,700
1,2022,5,13,1103,0,41210087,0,0,0,0,0,104,1,0,0.74,0.42,0.88,0.0,0.09,0.09,701
1,2022,3,10,555,0,53729194,10,4,4,0,0,105,1,1,0.32,0.82,0.14,0.0,0.12,0.04,702
1,2022,4,22,2050,0,244741137,52,9,46,0,1,81,1,0,0.2,0.66,0.09,0.0,0.09,0.08,703
1,2022,5,13,1493,0,42485571,2,0,10,0,0,170,0,0,0.14,0.24,0.8,0.0,0.11,0.04,704
1,2022,5,13,1545,0,37778188,1,0,4,0,0,78,1,0,0.6,0.38,0.76,0.01,0.48,0.38,705
1,2022,4,29,2350,0,254218729,28,42,23,0,0,125,1,1,0.28,0.66,0.06,0.0,0.13,0.31,706
1,2022,5,13,1929,0,53603447,2,0,4,0,0,92,0,0,0.29,0.65,0.23,0.0,0.08,0.07,707
1,2022,4,22,710,4,160035717,16,11,18,0,0,140,0,1,0.61,0.42,0.31,0.0,0.09,0.09,708
2,2022,4,25,928,0,164163229,19,0,7,0,0,96,1,0,0.32,0.9,0.25,0.0,0.1,0.09,709
1,2022,5,13,1194,0,37091576,0,0,3,0,0,118,0,0,0.83,0.43,0.84,0.0,0.19,0.19,710
2,2022,2,6,349,6,284249832,10,22,3,0,0,92,0,1,0.67,0.6,0.07,0.0,0.06,0.04,711
2,2022,5,13,1890,0,33381454,3,0,2,0,0,140,0,0,0.5,0.37,0.87,0.0,0.11,0.35,712
2,2022,1,26,4531,0,300983101,135,74,119,1,18,127,1,1,0.53,0.78,0.19,0.0,0.29,0.04,713
2,2022,5,6,1657,0,121077868,15,3,3,0,0,96,1,1,0.37,0.52,0.62,0.0,0.11,0.36,714
2,2022,4,29,1351,0,106919680,26,1,17,0,0,150,0,1,0.82,0.66,0.13,0.0,0.11,0.06,715
1,2022,4,13,608,0,136996305,5,29,14,0,0,100,1,1,0.46,0.6,0.01,0.0,0.13,0.16,716
1,2021,12,24,1211,0,65719930,31,0,19,0,2,105,0,1,0.59,0.81,0.13,0.0,0.09,0.06,717
1,2022,5,2,629,0,229497852,18,75,9,0,0,104,1,1,0.43,0.62,0.05,0.0,0.13,0.14,718
1,2022,3,23,1301,0,185550869,23,1,15,0,0,154,1,0,0.45,0.79,0.01,0.0,0.17,0.05,719
1,2022,2,22,1329,0,54682594,42,51,32,0,0,80,1,0,0.33,0.83,0.18,0.0,0.1,0.05,720
2,2022,4,24,343,2,240580042,4,35,11,1,1,150,1,0,0.14,0.43,0.64,0.0,0.13,0.03,721
1,1998,3,31,13101,9,1284942608,137,5,582,0,0,156,0,0,0.49,0.72,0.0,0.0,0.09,0.04,722
1,2022,5,8,2939,0,71423324,29,0,30,0,0,98,0,1,0.79,0.81,0.18,0.0,0.06,0.34,723
1,2019,11,7,407,1,244891912,5,0,5,0,0,92,1,0,0.27,0.36,0.86,0.0,0.09,0.03,724
1,2017,10,20,2264,0,184706613,11,6,25,0,1,150,1,0,0.27,0.56,0.08,0.0,0.13,0.03,725
1,2021,8,9,801,0,184826429,42,9,24,1,1,138,1,1,0.31,0.44,0.84,0.0,0.09,0.39,726
1,2022,6,10,829,0,302006641,32,110,26,0,0,172,1,0,0.68,0.89,0.04,0.0,0.33,0.19,727
1,2022,6,10,736,0,330881149,5,132,17,0,3,77,1,1,0.7,0.82,0.02,0.0,0.04,0.17,728
1,2022,5,20,4449,1,334733572,80,11,66,0,1,107,1,1,0.36,0.72,0.26,0.06,0.11,0.04,729
1,2022,5,20,3218,3,366214458,29,10,79,0,0,114,1,0,0.39,0.29,0.9,0.0,0.1,0.04,730
1,2022,6,10,327,0,114546317,5,40,12,0,0,117,1,0,0.29,0.51,0.43,0.0,0.25,0.04,731
1,2022,5,20,2775,0,290833204,21,11,40,0,0,146,1,1,0.63,0.45,0.48,0.0,0.18,0.04,732
1,2022,5,6,4576,0,448500832,79,13,93,0,17,160,0,1,0.74,0.6,0.08,0.0,0.14,0.26,733
4,2022,6,10,2313,0,136676504,34,0,29,0,0,120,1,1,0.15,0.56,0.01,0.0,0.08,0.06,734
3,2022,5,27,3983,0,190625045,73,45,119,0,0,100,0,1,0.76,0.7,0.16,0.0,0.08,0.05,735
1,2022,6,10,279,0,79095270,0,18,6,0,0,158,0,0,0.68,0.84,0.04,0.0,0.24,0.11,736
1,2022,5,20,2302,0,273194684,20,3,39,0,0,142,1,0,0.4,0.54,0.72,0.0,0.1,0.04,737
2,2022,5,27,2129,0,194902696,23,1,44,1,0,84,0,1,0.39,0.86,0.02,0.0,0.51,0.25,738
1,2022,5,20,3291,5,311482393,43,28,79,0,208,139,1,0,0.3,0.46,0.14,0.0,0.09,0.03,739
1,1982,1,1,5328,0,195918494,54,76,900,0,0,151,1,1,0.88,0.67,0.2,0.0,0.32,0.05,740
2,2022,6,8,1401,0,248511839,26,16,17,0,1,128,0,1,0.42,0.75,0.06,0.0,0.63,0.06,741
1,2022,5,20,1933,0,233671263,13,2,31,0,0,118,1,0,0.2,0.54,0.67,0.0,0.06,0.05,742
1,2022,5,20,1986,0,199587884,7,1,15,0,0,183,1,0,0.88,0.72,0.36,0.14,0.2,0.03,743
1,2022,6,9,1057,0,91781263,51,14,19,0,0,83,0,0,0.29,0.62,0.04,0.0,0.18,0.04,744
2,2022,2,18,5115,13,383835984,109,38,301,1,33,122,1,1,0.42,0.8,0.06,0.0,0.17,0.14,745
1,2022,5,20,2094,1,236060709,8,1,18,0,0,165,1,1,0.9,0.48,0.32,0.0,0.18,0.23,746
1,2022,5,20,2171,0,189236868,18,1,28,0,0,106,0,1,0.9,0.64,0.35,0.05,0.09,0.04,747
2,2022,5,25,896,0,160845341,19,0,15,0,0,77,1,1,0.68,0.58,0.83,0.0,0.11,0.34,748
1,2014,1,1,5148,0,588955257,90,22,365,0,114,91,1,0,0.3,0.89,0.1,0.0,0.33,0.08,749
1,2022,5,3,2528,0,238350348,63,8,270,2,105,148,1,0,0.21,0.63,0.05,0.0,0.41,0.03,750
1,2022,5,20,1900,1,187703102,15,1,23,0,0,114,0,1,0.9,0.81,0.31,0.02,0.13,0.03,751
2,2022,6,10,3879,2,295307001,107,76,86,1,9,120,0,1,0.63,0.77,0.12,0.01,0.1,0.05,752
2,2022,6,2,896,0,138334433,0,0,2,0,0,92,1,1,0.56,0.82,0.1,0.0,0.09,0.05,753
1,2016,11,10,8775,0,445590495,33,60,107,1,0,118,1,0,0.25,0.45,0.01,0.03,0.07,0.03,754
3,2022,3,18,5290,0,286739476,139,73,142,0,5,123,0,0,0.46,0.71,0.03,0.0,0.16,0.04,755
1,2018,9,12,10211,0,1122364376,38,79,65,0,1,89,1,0,0.28,0.48,0.54,0.01,0.19,0.03,756
1,2022,6,2,584,8,157136970,12,1,8,0,1,110,0,1,0.61,0.93,0.49,0.0,0.12,0.11,757
1,2022,5,20,1517,0,137070925,26,2,30,0,0,118,1,0,0.32,0.2,0.94,0.0,0.11,0.04,758
1,2021,5,15,246,4,183273246,4,106,0,0,7,90,0,1,0.54,0.76,0.21,0.0,0.11,0.2,759
1,2022,5,13,220,4,184807630,16,5,0,0,6,130,1,0,0.14,0.4,0.82,0.0,0.11,0.03,760
1,2022,5,13,514,0,164856284,5,36,1,0,0,154,0,1,0.97,0.62,0.47,0.0,0.1,0.04,761
1,1986,3,3,6080,0,704171068,112,198,406,1,0,105,0,0,0.59,0.83,0.0,0.44,0.2,0.04,762
5,2022,6,16,2341,0,279717388,37,2,38,2,0,110,1,1,0.59,0.82,0.08,0.0,0.06,0.08,763
1,2022,6,17,5263,0,195628667,66,89,61,0,11,125,0,0,0.05,0.68,0.12,0.02,0.15,0.06,764
1,2022,6,10,2402,0,221752937,45,2,26,0,1,102,1,1,0.62,0.75,0.0,0.0,0.34,0.08,765
1,2022,2,6,795,11,263280370,26,18,15,1,4,120,0,1,0.72,0.65,0.04,0.0,0.14,0.04,766
1,2022,6,24,571,0,213505179,19,21,14,0,2,97,1,1,0.36,0.86,0.04,0.0,0.03,0.05,767
1,2022,7,1,565,0,155795783,6,52,11,0,0,97,1,1,0.31,0.72,0.01,0.0,0.11,0.04,768
1,1987,1,1,41231,1,1553497987,228,151,6720,3,99,125,1,0,0.67,0.9,0.09,0.11,0.1,0.05,769
1,2022,5,12,4526,12,293466523,156,275,150,3,128,88,0,1,0.55,0.56,0.13,0.0,0.08,0.09,770
1,2022,3,19,1818,0,711366595,3,0,63,0,353,170,1,0,0.52,0.64,0.11,0.0,0.45,0.07,771
1,2022,6,17,2814,0,191448892,38,105,25,0,2,137,0,1,0.08,0.49,0.09,0.0,0.09,0.14,772
3,2022,7,1,1601,0,85924992,11,0,2,0,0,157,1,1,0.52,0.69,0.0,0.0,0.08,0.23,773
3,2022,6,3,894,4,176103902,28,0,54,0,0,130,1,1,0.83,0.57,0.54,0.0,0.1,0.25,774
3,2022,7,6,945,0,121189256,49,3,57,0,0,90,1,1,0.8,0.83,0.1,0.0,0.08,0.11,775
1,2022,6,24,767,0,131746175,25,0,22,0,0,183,0,0,0.44,0.67,0.07,0.0,0.12,0.13,776
1,2022,5,2,5898,5,244790012,129,55,128,0,101,128,1,0,0.68,0.91,0.02,0.0,0.27,0.11,777
3,2022,6,10,685,2,129314708,17,0,24,0,30,130,0,1,0.78,0.4,0.46,0.0,0.07,0.45,778
3,2022,8,5,1456,0,219196651,53,2,33,0,0,120,1,1,0.94,0.87,0.02,0.0,0.23,0.12,779
3,2022,8,5,2107,0,170732845,51,1,50,0,0,130,0,1,0.18,0.46,0.07,0.0,0.28,0.08,780
1,2020,12,18,1494,2,273914335,17,12,15,0,0,122,1,1,0.46,0.76,0.3,0.0,0.09,0.45,781
1,2022,7,20,625,4,185236961,13,18,12,0,0,103,1,0,0.38,0.62,0.14,0.0,0.23,0.4,782
1,2019,9,13,2668,2,387080183,38,266,78,0,141,130,1,0,0.56,0.9,0.0,0.0,0.1,0.04,783
1,2022,8,1,799,12,264717480,14,141,9,0,1,105,0,1,0.7,0.65,0.24,0.0,0.08,0.04,784
1,2022,3,11,1189,6,244928911,17,10,16,0,4,120,1,1,0.73,0.51,0.39,0.0,0.09,0.06,785
1,2022,7,12,367,0,97610446,28,67,195,0,0,145,1,0,0.43,0.53,0.24,0.0,0.12,0.04,786
2,2022,7,22,527,4,287278853,10,43,3,1,0,99,0,1,0.64,0.59,0.28,0.0,0.11,0.14,787
1,2008,1,1,17504,34,887906111,63,39,1315,0,2,88,0,1,0.66,0.65,0.05,0.0,0.25,0.14,788
4,2022,7,15,3113,0,123473120,54,6,124,1,0,126,1,1,0.9,0.73,0.28,0.0,0.29,0.04,789
2,2022,8,15,685,5,295152154,15,79,4,2,0,136,1,1,0.71,0.75,0.33,0.01,0.13,0.04,790
2,2022,2,18,782,9,323455692,15,33,6,1,0,113,1,1,0.97,0.59,0.55,0.0,0.27,0.12,791
3,2022,6,16,2442,0,240918092,81,4,248,1,6,132,1,1,0.49,0.88,0.2,0.0,0.21,0.03,792
3,2022,5,20,1112,4,191873381,22,2,65,1,3,135,1,1,0.74,0.74,0.47,0.0,0.34,0.08,793
2,2017,11,10,4967,0,284216603,165,10,177,4,73,126,1,0,0.49,0.77,0.11,0.0,0.19,0.11,794
1,2022,9,9,2520,4,239411309,93,95,84,9,202,102,0,0,0.72,0.74,0.3,0.0,0.36,0.04,795
1,2022,8,22,767,12,265548837,20,129,11,0,12,125,1,1,0.8,0.92,0.1,0.0,0.09,0.12,796
1,2013,1,1,19806,7,703301727,33,11,274,0,0,149,1,0,0.28,0.66,0.14,0.0,0.09,0.05,797
2,2022,6,15,5153,6,244585109,102,53,113,12,0,137,1,1,0.71,0.89,0.24,0.61,0.15,0.05,798
1,2022,8,26,615,0,189476119,14,77,15,1,2,120,0,1,0.78,0.91,0.14,0.0,0.33,0.12,799
1,2022,1,20,2537,0,277132266,49,1,67,11,1,100,1,1,0.75,0.5,0.11,0.0,0.09,0.26,800
1,2022,6,3,1647,30,278920007,20,49,23,2,2,164,0,1,0.58,0.57,0.25,0.0,0.15,0.07,801
1,2022,6,10,2019,8,222410722,117,72,107,1,7,93,0,0,0.79,0.66,0.31,0.0,0.22,0.07,802
1,2022,9,13,1473,12,185392587,25,36,25,1,0,180,0,0,0.52,0.8,0.05,0.0,0.06,0.25,803
1,2022,7,15,1613,0,202452860,21,15,13,0,0,79,1,0,0.22,0.31,0.43,0.63,0.1,0.07,804
1,2002,8,5,30992,6,1608164312,124,25,7827,1,0,146,1,0,0.21,0.44,0.73,0.0,0.11,0.02,805
1,2000,7,10,10826,4,624101957,24,0,805,0,0,103,1,0,0.17,0.27,0.75,0.05,0.1,0.03,806
1,2022,9,2,920,0,148461629,10,1,8,0,0,140,0,1,0.26,0.76,0.08,0.0,0.54,0.23,807
1,2016,6,23,2468,0,380319238,15,0,0,0,0,102,0,0,0.04,0.6,0.11,0.0,0.19,0.04,808
1,2022,9,13,330,0,53987404,3,0,2,0,0,93,1,1,0.75,0.62,0.06,0.0,0.15,0.06,809
1,2022,6,23,1584,0,115331792,38,0,24,0,0,150,0,1,0.26,0.56,0.14,0.83,0.11,0.05,810
2,2022,10,14,766,0,84697729,16,0,9,0,0,83,0,0,0.24,0.53,0.06,0.0,0.51,0.04,811
4,2022,8,18,836,0,159240673,14,1,13,0,0,102,1,1,0.43,0.75,0.05,0.0,0.06,0.08,812
1,2022,10,17,430,6,170709584,14,116,9,0,11,136,0,1,0.65,0.91,0.04,0.0,0.48,0.18,813
1,1982,5,16,2020,0,154356956,77,10,119,0,40,145,1,0,0.24,0.58,0.17,0.0,0.19,0.05,814
1,2018,11,21,6858,0,723043854,31,21,15,0,4,130,1,0,0.24,0.37,0.11,0.18,0.16,0.03,815
1,2022,7,14,3682,6,247689123,41,0,158,2,68,156,1,1,0.92,0.77,0.09,0.0,0.08,0.11,816
1,2022,9,29,1639,0,176474912,86,14,80,0,37,123,1,0,0.5,0.85,0.05,0.0,0.16,0.04,817
1,2022,9,16,452,10,235549288,2,129,13,0,1,132,1,1,0.53,0.62,0.07,0.0,0.63,0.1,818
2,2020,12,18,668,1,140430339,0,0,31,0,0,125,0,0,0.13,0.74,0.0,0.0,0.09,0.04,819
1,2022,10,14,991,0,85559365,36,38,13,0,3,162,0,1,0.22,0.67,0.0,0.0,0.11,0.46,820
3,2022,7,1,648,4,187701588,0,0,30,0,0,161,0,0,0.62,0.6,0.12,0.0,0.05,0.44,821
2,2022,11,4,1545,0,154863153,22,7,15,0,0,131,0,1,0.23,0.55,0.01,0.0,0.07,0.32,822
3,2022,11,4,1930,0,191333656,24,8,17,0,1,122,0,1,0.45,0.63,0.06,0.0,0.35,0.12,823
1,2022,10,21,1948,0,253650850,12,9,16,0,0,80,0,1,0.16,0.28,0.17,0.0,0.12,0.39,824
1,2022,10,21,1608,0,223064273,10,3,12,0,0,109,1,1,0.11,0.5,0.2,0.0,0.3,0.17,825
2,2022,11,4,1338,0,170413877,9,20,7,0,0,158,1,1,0.33,0.36,0.02,0.0,0.39,0.59,826
1,2022,10,21,1936,0,218320587,7,5,13,0,0,126,1,0,0.12,0.35,0.55,0.0,0.09,0.14,827
2,2022,11,4,1794,0,141720999,26,9,17,0,3,104,1,1,0.25,0.61,0.01,0.0,0.32,0.07,828
1,2022,10,21,1597,0,187339835,6,3,15,0,0,110,1,0,0.15,0.31,0.8,0.22,0.12,0.04,829
2,2022,11,4,1652,2,198365537,26,52,10,0,95,130,1,1,0.2,0.7,0.01,0.0,0.16,0.05,830
1,2022,10,21,1747,0,186104310,9,6,13,0,2,177,1,0,0.39,0.16,0.97,0.0,0.12,0.05,831
1,2022,10,21,1715,0,177503916,4,5,8,0,0,158,1,0,0.55,0.84,0.43,0.0,0.15,0.12,832
2,2022,11,4,486,0,71095708,8,1,7,0,0,114,0,0,0.25,0.44,0.51,0.33,0.14,0.03,833
2,2022,11,4,1007,0,112436403,6,5,3,0,0,144,1,1,0.62,0.61,0.0,0.0,0.12,0.2,834
1,2022,10,28,481,9,203436468,10,100,15,1,27,125,1,0,0.22,0.76,0.0,0.0,0.14,0.03,835
1,2022,11,4,1045,0,93367537,8,5,2,0,0,142,0,1,0.4,0.43,0.04,0.0,0.39,0.32,836
2,2022,11,4,1060,0,106249219,3,8,5,0,0,120,1,0,0.11,0.53,0.01,0.0,0.25,0.27,837
1,2022,10,21,1274,0,181382590,1,6,11,0,0,96,1,0,0.55,0.74,0.22,0.0,0.08,0.04,838
1,2022,11,3,953,0,91473363,61,13,37,1,0,144,1,0,0.24,0.39,0.57,0.0,0.08,0.03,839
1,2022,10,21,1180,0,121871870,4,0,8,0,0,166,1,0,0.07,0.24,0.83,0.01,0.12,0.06,840
2,2022,11,3,573,0,73513683,2,0,7,0,0,92,1,1,0.81,0.67,0.04,0.0,0.08,0.06,841
3,2022,10,20,1320,0,133895612,29,26,17,0,0,97,1,1,0.67,0.77,0.08,0.0,0.12,0.05,842
1,2022,11,4,782,2,96007391,27,18,32,1,0,90,0,0,0.32,0.67,0.15,0.0,0.11,0.05,843
